SUMLEV,REGION,DIVISION,STATE,COUNTY,STNAME,CTYNAME,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,POPESTIMATE2014,POPESTIMATE2015,POPESTIMATE2016,POPESTIMATE2017,POPESTIMATE2018,NPOPCHG_2010,NPOPCHG_2011,NPOPCHG_2012,NPOPCHG_2013,NPOPCHG_2014,NPOPCHG_2015,NPOPCHG_2016,NPOPCHG_2017,NPOPCHG_2018,BIRTHS2010,BIRTHS2011,BIRTHS2012,BIRTHS2013,BIRTHS2014,BIRTHS2015,BIRTHS2016,BIRTHS2017,BIRTHS2018,DEATHS2010,DEATHS2011,DEATHS2012,DEATHS2013,DEATHS2014,DEATHS2015,DEATHS2016,DEATHS2017,DEATHS2018,NATURALINC2010,NATURALINC2011,NATURALINC2012,NATURALINC2013,NATURALINC2014,NATURALINC2015,NATURALINC2016,NATURALINC2017,NATURALINC2018,INTERNATIONALMIG2010,INTERNATIONALMIG2011,INTERNATIONALMIG2012,INTERNATIONALMIG2013,INTERNATIONALMIG2014,INTERNATIONALMIG2015,INTERNATIONALMIG2016,INTERNATIONALMIG2017,INTERNATIONALMIG2018,DOMESTICMIG2010,DOMESTICMIG2011,DOMESTICMIG2012,DOMESTICMIG2013,DOMESTICMIG2014,DOMESTICMIG2015,DOMESTICMIG2016,DOMESTICMIG2017,DOMESTICMIG2018,NETMIG2010,NETMIG2011,NETMIG2012,NETMIG2013,NETMIG2014,NETMIG2015,NETMIG2016,NETMIG2017,NETMIG2018,RESIDUAL2010,RESIDUAL2011,RESIDUAL2012,RESIDUAL2013,RESIDUAL2014,RESIDUAL2015,RESIDUAL2016,RESIDUAL2017,RESIDUAL2018,GQESTIMATESBASE2010,GQESTIMATES2010,GQESTIMATES2011,GQESTIMATES2012,GQESTIMATES2013,GQESTIMATES2014,GQESTIMATES2015,GQESTIMATES2016,GQESTIMATES2017,GQESTIMATES2018,RBIRTH2011,RBIRTH2012,RBIRTH2013,RBIRTH2014,RBIRTH2015,RBIRTH2016,RBIRTH2017,RBIRTH2018,RDEATH2011,RDEATH2012,RDEATH2013,RDEATH2014,RDEATH2015,RDEATH2016,RDEATH2017,RDEATH2018,RNATURALINC2011,RNATURALINC2012,RNATURALINC2013,RNATURALINC2014,RNATURALINC2015,RNATURALINC2016,RNATURALINC2017,RNATURALINC2018,RINTERNATIONALMIG2011,RINTERNATIONALMIG2012,RINTERNATIONALMIG2013,RINTERNATIONALMIG2014,RINTERNATIONALMIG2015,RINTERNATIONALMIG2016,RINTERNATIONALMIG2017,RINTERNATIONALMIG2018,RDOMESTICMIG2011,RDOMESTICMIG2012,RDOMESTICMIG2013,RDOMESTICMIG2014,RDOMESTICMIG2015,RDOMESTICMIG2016,RDOMESTICMIG2017,RDOMESTICMIG2018,RNETMIG2011,RNETMIG2012,RNETMIG2013,RNETMIG2014,RNETMIG2015,RNETMIG2016,RNETMIG2017,RNETMIG2018
050,1,1,09,013,Connecticut,Tolland County,152691,152744,153236,153027,151963,151783,151710,151685,151094,150933,150921,492,-209,-1064,-180,-73,-25,-591,-161,-12,337,1181,1125,1125,1131,1195,1163,1146,1156,296,1012,945,990,1007,1030,1004,1091,1060,41,169,180,135,124,165,159,55,96,42,282,356,272,514,449,391,379,379,381,-666,-1646,-585,-704,-634,-1148,-595,-486,423,-384,-1290,-313,-190,-185,-757,-216,-107,28,6,46,-2,-7,-5,7,0,-1,16117,16567,16421,15364,15515,15679,15694,15340,15011,15020,7.7123256809,7.3772910587,7.4075049548,7.4532196789,7.8775194054,7.6821708243,7.5887255113,7.6593319949,6.6086990593,6.1969244893,6.5186043602,6.6360673887,6.7898284415,6.6318998345,7.2245196621,7.0232629019,1.1036266216,1.1803665694,0.8889005946,0.8171522902,1.0876909639,1.0502709897,0.3642058491,0.636069093,1.841554481,2.3345027706,1.7909700868,3.3872280415,2.9598378352,2.5827418678,2.5097093968,2.5111477734,-4.349203136,-10.79379652,-3.851902576,-4.639316228,-4.179370128,-7.583088655,-3.940045095,-3.220099783,-2.507648655,-8.459293747,-2.06093249,-1.252088187,-1.219532293,-5.000346788,-1.430335698,-0.70895201
050,1,1,09,015,Connecticut,Windham County,118428,118381,118545,118305,117917,117505,116769,116468,116052,116374,117027,164,-240,-388,-412,-736,-301,-416,322,653,290,1196,1190,1178,1128,1117,1100,1089,1071,246,983,985,1001,1028,1022,1047,1052,1052,44,213,205,177,100,95,53,37,19,29,239,296,191,311,353,335,368,521,90,-696,-900,-784,-1164,-747,-806,-78,122,119,-457,-604,-593,-853,-394,-471,290,643,1,4,11,4,17,-2,2,-5,-9,4771,4949,4900,4965,4917,4815,4820,4733,4685,4693,10.099218915,10.07526818,10.007560891,9.6297497802,9.5782401592,9.4615516945,9.3707244456,9.1773385718,8.3006122018,8.3396127372,8.5038781422,8.7760485585,8.7636181223,9.005676931,9.0523435416,9.0145286438,1.7986067131,1.7356554428,1.5036827484,0.8537012216,0.8146220368,0.4558747635,0.318380904,0.162809928,2.0181549504,2.5061171271,1.6226181071,2.6550107993,3.0269639894,2.8814725615,3.1665992617,4.464419604,-5.877137429,-7.619950724,-6.660380083,-9.93708222,-6.4055017,-6.932736969,-0.671181365,1.0454111165,-3.858982478,-5.113833597,-5.037761976,-7.282071421,-3.378537711,-4.051264407,2.4954178964,5.5098307205
040,3,5,10,000,Delaware,Delaware,897934,897934,899595,907316,915188,923638,932596,941413,949216,957078,967171,1661,7721,7872,8450,8958,8817,7803,7862,10093,2848,11301,11155,10889,10982,11026,11086,10868,10709,1842,7872,7693,8092,8077,8533,8503,9189,9307,1006,3429,3462,2797,2905,2493,2583,1679,1402,362,1556,1244,2387,1781,2281,1838,1688,1820,276,2782,3231,3322,4246,4049,3377,4470,6858,638,4338,4475,5709,6027,6330,5215,6158,8678,17,-46,-65,-56,26,-6,5,25,13,24413,24344,24750,25191,25193,25201,25060,25019,25013,24960,12.508640437,12.241399745,11.843426186,11.832559904,11.76728607,11.727314031,11.402228617,11.130576136,8.7132127703,8.4422311282,8.8012677654,8.7025665945,9.1066798505,8.9948900604,9.6406955066,9.6733842658,3.7954276663,3.7991686164,3.0421584206,3.129993309,2.6606062191,2.7324239711,1.7615331108,1.4571918707,1.7222763047,1.3651547541,2.5962217197,1.9189390993,2.4343533035,1.9443264649,1.7709755158,1.8916470789,3.0792883545,3.5456712304,3.6131749279,4.5748542479,4.3212172407,3.5723560783,4.6897278174,7.1279756414,4.8015646592,4.9108259845,6.2093966476,6.4937933472,6.7555705442,5.5166825432,6.4607033333,9.0196227203
050,3,5,10,001,Delaware,Kent County,162310,162349,162955,165097,167288,169029,171458,173129,174528,176445,178550,606,2142,2191,1741,2429,1671,1399,1917,2105,573,2213,2187,2187,2254,2254,2230,2167,2135,333,1374,1379,1496,1477,1553,1559,1702,1733,240,839,808,691,777,701,671,465,402,67,219,334,309,259,386,298,179,176,288,1075,1044,752,1374,597,436,1275,1527,355,1294,1378,1061,1633,983,734,1454,1703,11,9,5,-11,19,-13,-6,-2,0,4322,4338,4498,4591,4614,4744,4689,4685,4673,4643,13.491763501,13.159438603,13.005586991,13.239859378,13.08232754,12.828736369,12.348528234,12.028338427,8.3767207638,8.297606691,8.8963686046,8.6758084743,9.0136888507,8.9686098655,9.6987517558,9.763517796,5.1150427371,4.8618319118,4.1092183862,4.5640509036,4.0686386892,3.860126504,2.6497764785,2.2648206313,1.3351541829,2.0097176467,1.8375520714,1.5213503012,2.2403631013,1.7143333803,1.0200214831,0.9915632615,6.5538390255,6.2818719256,4.4719713841,8.0707927175,3.4650175427,2.5082193081,7.2655161508,8.6029380696,7.8889932084,8.2915895723,6.3095234555,9.5921430187,5.7053806441,4.2225526884,8.2855376339,9.594501331
050,3,5,10,003,Delaware,New Castle County,538479,538479,538750,541866,544861,548383,550851,553658,555403,556419,559335,271,3116,2995,3522,2468,2807,1745,1016,2916,1699,6841,6725,6499,6478,6579,6549,6362,6308,1039,4403,4254,4366,4316,4497,4526,4774,4813,660,2438,2471,2133,2162,2082,2023,1588,1495,230,1113,739,1815,1394,1765,1452,1416,1544,-594,-353,-110,-348,-1000,-985,-1720,-1984,-95,-364,760,629,1467,394,780,-268,-568,1449,-25,-82,-105,-78,-88,-55,-10,-4,-28,17154,17112,17463,17778,17747,17606,17463,17412,17417,17474,12.66129689,12.376613446,11.889386084,11.786389431,11.91298577,11.809990614,11.444277951,11.307151935,8.1490557238,7.8290131744,7.9872379816,7.8527410906,8.1429848014,8.1618594469,8.587705586,8.6273497563,4.5122411661,4.5476002713,3.9021481023,3.9336483406,3.7700009688,3.6481311668,2.856572365,2.6798021786,2.0599361845,1.3600471876,3.3203932516,2.5363116497,3.1959902545,2.6184312675,2.5471703204,2.7676351597,-0.653331063,-0.202442748,-0.636637384,-1.819448816,-1.783597961,-3.101722989,-3.568916607,-0.170288433,1.4066051215,1.1576044398,2.6837558679,0.7168628336,1.4123922938,-0.483291722,-1.021746287,2.597346727
050,3,5,10,005,Delaware,Sussex County,197145,197106,197890,200353,203039,206226,210287,214626,219285,224214,229286,784,2463,2686,3187,4061,4339,4659,4929,5072,576,2247,2243,2203,2250,2193,2307,2339,2266,470,2095,2060,2230,2284,2483,2418,2713,2761,106,152,183,-27,-34,-290,-111,-374,-495,65,224,171,263,128,130,88,93,100,582,2060,2297,2918,3872,4437,4661,5179,5426,647,2284,2468,3181,4000,4567,4749,5272,5526,31,27,35,33,95,62,21,31,41,2937,2894,2789,2822,2832,2851,2908,2922,2923,2843,11.284567463,11.120696494,10.765640844,10.803984509,10.322112997,10.633517012,10.547938101,9.993384785,10.521214434,10.213390449,10.897584695,10.96724472,11.6870983,11.145142668,12.234525895,12.176405733,0.7633530282,0.9073060447,-0.131943851,-0.16326021,-1.364985303,-0.511625656,-1.686587794,-2.183020948,1.1249413047,0.8478105664,1.2852308407,0.6146266743,0.6118899634,0.4056131326,0.419392152,0.441014333,10.345442356,11.388426146,14.259709479,18.592456898,20.884275134,21.48366831,23.355182312,23.929437707,11.47038366,12.236236713,15.54494032,19.207083572,21.496165097,21.889281443,23.774574464,24.37045204
040,3,5,11,000,District of Columbia,District of Columbia,601723,601766,605085,619602,634725,650431,662513,675254,686575,695691,702455,3319,14517,15123,15706,12082,12741,11321,9116,6764,2246,9199,9231,9446,9334,9652,9715,9780,9788,1180,4672,4543,4811,4648,4895,4855,5452,5684,1066,4527,4688,4635,4686,4757,4860,4328,4104,699,2429,3410,4751,5222,5042,3504,3616,3592,1343,7251,6760,6118,2086,2865,2907,1146,-936,2042,9680,10170,10869,7308,7907,6411,4762,2656,211,310,265,202,88,77,50,26,4,40021,39977,40103,40113,39974,39878,39030,39926,39635,39629,15.022613941,14.718649921,14.700160914,14.218428204,14.430016587,14.267576913,14.150677221,14.001398996,7.6297045694,7.2437251211,7.4870288121,7.080271512,7.3181652709,7.1301169236,7.8884961361,8.1307674592,7.3929093719,7.4749248003,7.2131321023,7.1381566921,7.1118513164,7.1374599895,6.2621810853,5.8706315363,3.9667278252,5.4371786623,7.3936549337,7.9546423915,7.5379344834,5.1460205356,5.2319886332,5.1382330601,11.841392944,10.778688492,9.5210231287,3.1775917328,4.2832570993,4.2692584752,1.65814684,-1.338915964,15.808120769,16.215867154,16.914678062,11.132234124,11.821191583,9.4152790108,6.8901354732,3.7993170956
050,3,5,11,001,District of Columbia,District of Columbia,601723,601766,605085,619602,634725,650431,662513,675254,686575,695691,702455,3319,14517,15123,15706,12082,12741,11321,9116,6764,2246,9199,9231,9446,9334,9652,9715,9780,9788,1180,4672,4543,4811,4648,4895,4855,5452,5684,1066,4527,4688,4635,4686,4757,4860,4328,4104,699,2429,3410,4751,5222,5042,3504,3616,3592,1343,7251,6760,6118,2086,2865,2907,1146,-936,2042,9680,10170,10869,7308,7907,6411,4762,2656,211,310,265,202,88,77,50,26,4,40021,39977,40103,40113,39974,39878,39030,39926,39635,39629,15.022613941,14.718649921,14.700160914,14.218428204,14.430016587,14.267576913,14.150677221,14.001398996,7.6297045694,7.2437251211,7.4870288121,7.080271512,7.3181652709,7.1301169236,7.8884961361,8.1307674592,7.3929093719,7.4749248003,7.2131321023,7.1381566921,7.1118513164,7.1374599895,6.2621810853,5.8706315363,3.9667278252,5.4371786623,7.3936549337,7.9546423915,7.5379344834,5.1460205356,5.2319886332,5.1382330601,11.841392944,10.778688492,9.5210231287,3.1775917328,4.2832570993,4.2692584752,1.65814684,-1.338915964,15.808120769,16.215867154,16.914678062,11.132234124,11.821191583,9.4152790108,6.8901354732,3.7993170956
040,3,5,12,000,Florida,Florida,18801310,18804580,18845785,19093352,19326230,19563166,19860330,20224249,20629982,20976812,21299325,41205,247567,232878,236936,297164,363919,405733,346830,322513,50875,213213,214009,212995,218336,221755,224643,224012,221488,41767,174508,173749,181628,181057,190991,193629,203723,208165,9108,38705,40260,31367,37279,30764,31014,20289,13323,22421,101645,99907,104788,113737,134214,157738,162228,175670,10291,106023,91420,99974,143628,196632,216222,163595,132602,32712,207668,191327,204762,257365,330846,373960,325823,308272,-615,1194,1291,807,2520,2309,759,718,918,424999,426979,429038,428076,432187,432055,432513,431288,431974,430361,11.239739059,11.140620947,10.953885733,11.076440304,11.064354699,10.997294258,10.768049084,10.47815698,9.1993658158,9.0448146989,9.3407467681,9.1852330904,9.5294003213,9.4790182197,9.7927756702,9.8478723352,2.0403732431,2.095806248,1.6131389647,1.8912072131,1.5349543773,1.5182760385,0.9752734133,0.630284645,5.3583190361,5.2008374271,5.3890268699,5.7700108585,6.6965403329,7.7219908998,7.7981495041,8.3105984825,5.5891097365,4.7590314751,5.1414529555,7.2864162022,9.810855192,10.585048095,7.8638599263,6.2731370182,10.947428773,9.9598689023,10.530479825,13.056427061,16.507395525,18.307038994,15.66200943,14.583735501
050,3,5,12,001,Florida,Alachua County,247336,247337,247613,249806,251513,252498,255499,259177,264287,266820,269956,276,2193,1707,985,3001,3678,5110,2533,3136,695,2825,3003,2823,2884,2912,2874,2825,2813,356,1763,1673,1790,1836,1859,1854,2016,2001,339,1062,1330,1033,1048,1053,1020,809,812,273,1228,948,1005,1167,1347,1601,1631,1697,-344,-70,-551,-1062,813,1283,2479,100,634,-71,1158,397,-57,1980,2630,4080,1731,2331,8,-27,-20,9,-27,-5,10,-7,-7,13920,14034,14131,13296,13270,13364,13856,14783,14537,14487,11.358633265,11.980395716,11.202136461,11.354397762,11.315856966,10.980697813,10.638157659,10.481094535,7.0885913083,6.6743929514,7.103019577,7.228389144,7.2239622598,7.083581679,7.5916905633,7.4556239474,4.2700419566,5.3060027647,4.0991168844,4.1260086182,4.0918947066,3.8971161341,3.0464670961,3.0254705874,4.9374873095,3.7820230233,3.9880081982,4.5945153219,5.2343610349,6.1169440496,6.141888546,6.3229354517,-0.28145286,-2.198201145,-4.214193738,3.200806304,4.9856608818,9.4715204866,0.3765719525,2.3622516655,4.6560344498,1.5838218779,-0.22618554,7.7953216259,10.220021917,15.588464536,6.5184604985,8.6851871172
050,3,5,12,003,Florida,Baker County,27115,27115,27062,27043,27047,27001,27118,27351,27872,28230,28355,-53,-19,4,-46,117,233,521,358,125,81,360,344,314,393,313,338,344,320,79,228,226,247,209,238,229,248,262,2,132,118,67,184,75,109,96,58,-1,8,11,6,3,4,6,7,7,-59,-160,-123,-119,-64,155,405,254,61,-60,-152,-112,-113,-61,159,411,261,68,5,1,-2,0,-6,-1,1,1,-1,2344,2337,2314,2340,2364,2346,2407,2634,2722,2724,13.307457721,12.719541505,11.619301362,14.523549955,11.492775707,12.24127628,12.26337742,11.310417955,8.4280565567,8.3564429654,9.1400236827,7.7237199505,8.7389157135,8.2936457635,8.8410395351,9.2604047009,4.8794011644,4.3630985395,2.4792776791,6.7998300042,2.7538599938,3.9476305163,3.4223378846,2.0500132544,0.2957212827,0.4067295249,0.2220248668,0.1108667935,0.146872533,0.2173007624,0.2495454707,0.2474153928,-5.914425654,-4.547975596,-4.403493191,-2.365158262,5.6913106538,14.66780146,9.0549356529,2.1560484227,-5.618704371,-4.141246071,-4.181468324,-2.254291469,5.8381831868,14.885102222,9.3044811237,2.4034638155
050,3,5,12,005,Florida,Bay County,168852,168852,169205,169541,171749,174606,178305,181387,183384,184046,185287,353,336,2208,2857,3699,3082,1997,662,1241,519,2114,2283,2280,2240,2398,2372,2310,2253,406,1606,1575,1757,1841,1956,1869,1996,1996,113,508,708,523,399,442,503,314,257,76,183,428,278,408,514,484,424,430,168,-332,1069,2024,2824,2106,1013,-67,554,244,-149,1497,2302,3232,2620,1497,357,984,-4,-23,3,32,68,20,-3,-9,0,3817,3814,3735,3931,3950,3843,3992,3868,3861,3841,12.481328193,13.378651587,13.165682609,12.694418706,13.333629883,13.005419839,12.573823585,12.200372022,9.4820307841,9.2296873627,10.1456598,10.433225374,10.875971665,10.24752516,10.864654492,10.808674015,2.9992974087,4.148964224,3.020022809,2.261193332,2.4576582187,2.7578946791,1.7091690934,1.3916980069,1.0804555626,2.5081309151,1.6052893707,2.3121976929,2.858000734,2.653719731,2.3079225975,2.3285219571,-1.960170747,6.2644671687,11.687430526,16.004035012,11.710018571,5.5541696023,-0.364695316,3.0000027076,-0.879715185,8.7725980837,13.292719897,18.316232705,14.568019305,8.2078893333,1.9432272814,5.3285246647
050,3,5,12,007,Florida,Bradford County,28520,28520,28536,28432,27049,26803,26553,26743,26736,27133,27732,16,-104,-1383,-246,-250,190,-7,397,599,84,315,326,321,301,285,296,287,292,90,269,269,291,302,283,292,332,351,-6,46,57,30,-1,2,4,-45,-59,0,9,13,0,0,3,7,6,8,20,-157,-1515,-278,-249,186,-16,434,644,20,-148,-1502,-278,-249,189,-9,440,652,2,-2,62,2,0,-1,-2,2,6,4492,4569,4642,3289,3258,3206,3298,3266,3343,3930,11.058840051,11.751770877,11.921562802,11.28270485,10.694986491,11.069765702,10.655479032,10.644308758,9.4438983289,9.697013392,10.807398054,11.32018892,10.619933954,10.920174274,12.326198741,12.795042377,1.6149417217,2.0547574845,1.1141647478,-0.037484069,0.0750525368,0.1495914284,-1.670719709,-2.150733619,0.3159668586,0.4686289,0,0,0.1125788052,0.2617849997,0.2227626279,0.2916248975,-5.511866311,-54.61329104,-10.32459333,-9.333533248,6.9798859201,-0.598365714,16.113163415,23.475804247,-5.195899452,-54.14466214,-10.32459333,-9.333533248,7.0924647253,-0.336580714,16.335926043,23.767429144
050,3,5,12,009,Florida,Brevard County,543376,543372,543972,544319,546978,550290,555598,565992,577338,588265,596849,600,347,2659,3312,5308,10394,11346,10927,8584,1167,5046,5119,5012,5236,5200,5260,5234,5230,1360,6192,6112,6550,6521,6996,7073,7636,7377,-193,-1146,-993,-1538,-1285,-1796,-1813,-2402,-2147,230,884,1043,961,1141,1327,1527,1561,1783,605,690,2674,3906,5419,10750,11596,11730,8920,835,1574,3717,4867,6560,12077,13123,13291,10703,-42,-81,-65,-17,33,113,36,38,28,7741,7806,7881,6837,7003,6864,6557,6654,6707,6717,9.2732550393,9.3814974292,9.1354163249,9.4693133482,9.2725505755,9.2011930064,8.9807593151,8.8261551209,11.379309394,11.20135032,11.938742404,11.793237652,12.47514689,12.372630824,13.102231206,12.449435244,-2.106054355,-1.819852891,-2.803326079,-2.323924303,-3.202596314,-3.171437818,-4.121471891,-3.623280123,1.6245654885,1.9114869738,1.7516231222,2.0635001013,2.3662835796,2.6711448138,2.6784419738,3.0089932277,1.268043198,4.9005907649,7.119500432,9.800269105,19.169215132,20.284607244,20.12692143,15.053404145,2.8926086865,6.8120777387,8.8711235541,11.863769206,21.535498712,22.955752058,22.805363404,18.062397373
050,3,5,12,011,Florida,Broward County,1748066,1748146,1752834,1786955,1814489,1837055,1861602,1885443,1912977,1934471,1951260,4688,34121,27534,22566,24547,23841,27534,21494,16789,5071,21125,21160,21153,22089,22155,22430,22436,21943,3737,14465,14220,14411,14029,14775,14795,15766,16035,1334,6660,6940,6742,8060,7380,7635,6670,5908,3157,13855,12470,13276,14384,16647,19909,20562,21244,386,13406,8151,2807,2466,105,89,-5673,-10337,3543,27261,20621,16083,16850,16752,19998,14889,10907,-189,200,-27,-259,-363,-291,-99,-65,-26,16974,17004,17020,16833,16168,16128,16200,16296,16300,16295,11.935739673,11.750842162,11.585783986,11.944335471,11.825318351,11.810173704,11.662795703,11.294142595,8.1728035202,7.8968324927,7.893099467,7.585996755,7.8862143369,7.790081139,8.1955623572,8.2532733223,3.7629361524,3.8540096695,3.6926845192,4.3583387159,3.939104014,4.0200925648,3.4672333453,3.0408692727,7.828150209,6.9250000833,7.2714446273,7.7779583238,8.8854016965,10.482779682,10.688643485,10.934364731,7.5744627717,4.5265176968,1.5374318371,1.3334569818,0.0560441628,0.0468615898,-2.948967731,-5.32049182,15.402612981,11.45151778,8.8088764643,9.1114153056,8.9414458593,10.529641272,7.7396757539,5.6138729109
050,3,5,12,013,Florida,Calhoun County,14625,14625,14646,14715,14663,14577,14451,14411,14334,14437,14587,21,69,-52,-86,-126,-40,-77,103,150,39,134,168,129,151,132,146,131,127,14,163,156,150,156,164,193,159,156,25,-29,12,-21,-5,-32,-47,-28,-29,1,6,5,5,5,5,5,3,3,-3,95,-69,-70,-124,-13,-33,127,177,-2,101,-64,-65,-119,-8,-28,130,180,-2,-3,0,0,-2,0,-2,1,-1,1891,1893,1939,1952,1938,1953,1887,1843,1891,1887,9.1277545043,11.437129825,8.8235294118,10.403748105,9.1469752616,10.158288398,9.1063918529,8.7513781698,11.103164061,10.62019198,10.259917921,10.748243076,11.36442381,13.428422334,11.052796218,10.749724366,-1.975409557,0.8169378446,-1.436388509,-0.34449497,-2.217448548,-3.270133936,-1.946404366,-1.998346196,0.4087054256,0.3403907686,0.341997264,0.3444949704,0.3464763357,0.347886589,0.2085433249,0.2067254686,6.4711692381,-4.697392607,-4.787961696,-8.543475265,-0.900838473,-2.296051487,8.8283340864,12.196802646,6.8798746637,-4.357001838,-4.445964432,-8.198980295,-0.554362137,-1.948164898,9.0368774113,12.403528115
050,3,5,12,015,Florida,Charlotte County,159978,159964,159867,159851,162749,164694,168075,172437,177722,181537,184998,-97,-16,2898,1945,3381,4362,5285,3815,3461,260,995,997,1022,1036,1000,1030,1058,1031,580,2274,2191,2346,2429,2503,2553,2673,2802,-320,-1279,-1194,-1324,-1393,-1503,-1523,-1615,-1771,43,192,218,239,248,279,355,365,379,209,1068,3771,2988,4411,5503,6421,5042,4820,252,1260,3989,3227,4659,5782,6776,5407,5199,-29,3,103,42,115,83,32,23,33,3012,2783,2555,3217,3209,3218,3189,3222,3169,3171,6.2242351072,6.1810291383,6.2423078215,6.2265415348,5.8735081289,5.8830417039,5.8899011577,5.6256564857,14.225035813,13.583384997,14.329211496,14.598715626,14.701390847,14.581947058,14.880629295,15.28912655,-8.000800706,-7.402355859,-8.086903675,-8.372174091,-8.827882718,-8.698905354,-8.990728138,-9.663470064,1.2010584327,1.3515189089,1.4597960561,1.4905234562,1.638708768,2.027650296,2.0319602292,2.0680153328,6.6808875321,23.378797272,18.250504668,26.510882925,32.321915234,36.674767748,28.068886235,26.300353309,7.8819459649,24.730316181,19.710300724,28.001406381,33.960624002,38.702418044,30.100846465,28.368368641
050,3,5,12,017,Florida,Citrus County,141236,141229,141171,139756,139175,138830,138833,140311,142850,145512,147929,-58,-1415,-581,-345,3,1478,2539,2662,2417,244,1061,1065,1008,1035,1024,1040,1077,1072,597,2277,2309,2437,2431,2573,2510,2522,2599,-353,-1216,-1244,-1429,-1396,-1549,-1470,-1445,-1527,15,53,54,52,40,48,67,71,74,284,-227,628,1030,1350,2944,3928,4027,3855,299,-174,682,1082,1390,2992,3995,4098,3929,-4,-25,-19,2,9,35,14,9,15,2251,2251,2251,2251,2252,2252,2254,2252,2252,2250,7.5535637372,7.6362971488,7.2516681355,7.4550804392,7.3367151004,7.3456443507,7.4697775712,7.3064091248,16.210616993,16.556065837,17.532058776,17.510435312,18.434929642,17.728430116,17.491902539,17.71395272,-8.657053256,-8.919768688,-10.28039064,-10.05535487,-11.09821454,-10.38278576,-10.02212497,-10.40754359,0.3773222225,0.3871925315,0.3740939911,0.2881190508,0.3439085203,0.4732290111,0.4924365901,0.5043603314,-1.616078198,4.5029057365,7.4099386702,9.7240179642,21.093055914,27.743933663,27.930171104,26.274446993,-1.238755976,4.890098268,7.7840326613,10.012137015,21.436964434,28.217162674,28.422607694,26.778807324
050,3,5,12,019,Florida,Clay County,190865,190865,191434,192278,193836,195645,198572,202386,207247,212177,216072,569,844,1558,1809,2927,3814,4861,4930,3895,517,2107,2086,2064,2106,2188,2216,2172,2199,336,1484,1486,1529,1558,1703,1681,1842,1820,181,623,600,535,548,485,535,330,379,111,416,406,272,298,421,446,423,444,291,-194,574,1024,2079,2893,3877,4172,3068,402,222,980,1296,2377,3314,4323,4595,3512,-14,-1,-22,-22,2,15,3,5,4,1251,1251,1251,1251,1251,1251,1250,1249,1249,1250,10.98219498,10.805099012,10.598719835,10.684470736,10.913861302,10.819440817,10.357061112,10.269726257,7.7349678926,7.6972085964,7.8514741412,7.9042760713,8.4946553006,8.2073465761,8.7834744793,8.499727962,3.247227087,3.1078904158,2.7472456936,2.7801946644,2.4192060016,2.6120942405,1.5735866331,1.7699982954,2.1682928863,2.103005848,1.3967305209,1.5118576824,2.0999705705,2.1775589369,2.017051957,2.0735600083,-1.011175048,2.9732151644,5.258279608,10.547490342,14.430439098,18.92913901,19.893949798,14.32811285,1.1571178384,5.0762210124,6.6550101289,12.059348024,16.530409669,21.106697947,21.911001755,16.401672859
050,3,5,12,021,Florida,Collier County,321520,321521,322595,327632,332277,339065,347326,356107,365345,372345,378488,1074,5037,4645,6788,8261,8781,9238,7000,6143,785,3284,3192,3139,3242,3253,3290,3246,3201,749,2857,2968,2929,2976,3134,3178,3493,3772,36,427,224,210,266,119,112,-247,-571,491,1876,1679,1895,1808,2390,2883,2859,2915,573,2730,2748,4644,6062,6214,6227,4398,3796,1064,4606,4427,6539,7870,8604,9110,7257,6711,-26,4,-6,39,125,58,16,-10,3,4546,4546,4545,4546,4545,4545,4546,4547,4548,4550,10.101087774,9.6740611205,9.351418502,9.446510808,9.248926337,9.1204958888,8.8004446312,8.5265298675,8.7877002954,8.9951796384,8.7258059231,8.6714423703,8.9105856563,8.8100109224,9.4701026176,10.047507235,1.3133874785,0.6788814821,0.625612579,0.7750684377,0.3383406806,0.3104849664,-0.669657986,-1.520977368,5.7702925286,5.0885803952,5.6454087484,5.2681343433,6.7952456026,7.9922156983,7.7512234136,7.7647093295,8.3970674857,8.3284210399,13.834975318,17.663401764,17.667638567,17.262409696,11.923707791,10.111436231,14.167360014,13.417001435,19.480384067,22.931536107,24.462884169,25.254625394,19.674931204,17.876145561
